no.,name,ra,dec,class,visual_flag,visual_class,single_epoch
277,J003821.06+051646.65,9.58775,5.279625,COMPACT,0,,
278,J003824.84+413706.30,9.6035,41.61841667,COMPACT_D,0,,
279,J003826.89-385947.10,9.612041667,-38.99641667,COMPACT_D,0,,
280,J003858.95+740123.60,9.745625,74.02322222,COMPACT,0,,
281,J003908.16+433014.58,9.784,43.50405,COMPACT,0,,
282,J003911.00+260141.20,9.795833333,26.02811111,COMPACT,0,,
283,J003913.40-025707.04,9.805833333,-2.951955556,COMPACT,0,,
284,J003922.67+160522.91,9.844458333,16.08969722,COMPACT,0,,
285,J003931.59-111102.61,9.881625,-11.18405833,COMPACT,0,,
286,J003938.94+335712.09,9.91225,33.95335833,2-SIDE SEPARATED,0,,
287,J003952.47+344154.13,9.968625,34.69836944,COMPACT,0,,
288,J003952.90+261540.95,9.970416667,26.261375,COMPACT,0,,
289,J003955.01-080749.63,9.979208333,-8.130452778,1-SIDE SEPARATED,0,,
290,J003955.13+392931.09,9.979708333,39.49196944,COMPACT,0,,
291,J003957.33+340644.87,9.988875,34.11246389,2-SIDE SEPARATED,0,,
292,J004013.53+012546.26,10.056375,1.429516667,1-SIDE SEPARATED,0,,
293,J004013.82+405004.54,10.05758333,40.83459444,1-SIDE SEPARATED,0,,
294,J004020.03+460724.57,10.08345833,46.12349167,COMPACT,0,,
295,J004024.21-091525.66,10.100875,-9.257127778,2-SIDE EXTENDED,0,,
296,J004024.90-234000.74,10.10375,-23.66687222,COMPACT,0,,
297,J004031.70+465855.69,10.13208333,46.98213611,VISUAL NEEDED,1,COMPACT,
298,J004049.49+560051.33,10.20620833,56.01425833,COMPACT_D,0,,
299,J004049.87-123548.50,10.20779167,-12.59680556,COMPACT,0,,
300,J004050.54+100326.66,10.21058333,10.05740556,2-SIDE EXTENDED,0,,
301,J004052.43-290215.10,10.21845833,-29.03752778,COMPACT,0,,
302,J004057.61-014632.04,10.24004167,-1.775566667,COMPACT_D,0,,
303,J004104.63+481410.16,10.26929167,48.23615556,1-SIDE SEPARATED,0,,
304,J004121.89+374354.87,10.34120833,37.73190833,COMPACT_D,0,,
305,J004129.32+225532.31,10.37216667,22.92564167,COMPACT,0,,
306,J004135.24+090202.70,10.39683333,9.034083333,COMPACT,0,,
307,J004155.45+503407.10,10.48104167,50.56863889,1-SIDE SEPARATED,0,,
308,J004159.66+253208.59,10.49858333,25.53571944,COMPACT_offset,0,,
309,J004204.56+232001.13,10.519,23.33364722,COMPACT_D,0,,
310,J004212.64+242016.39,10.55266667,24.33788611,COMPACT,0,,
311,J004219.53+570836.06,10.581375,57.14335,COMPACT_D,0,,
312,J004221.41+754520.38,10.58920833,75.75566111,COMPACT,0,,
313,J004241.66+271449.02,10.67358333,27.24695,COMPACT,0,,
314,J004254.60+150132.55,10.7275,15.02570833,1-SIDE SEPARATED,0,,
315,J004258.36-203713.26,10.74316667,-20.62035,COMPACT_D,0,,
316,J004309.19+520336.12,10.78829167,52.06003333,2-SIDE EXTENDED,0,,
317,J004313.06+165318.81,10.80441667,16.88855833,COMPACT,0,,
318,J004322.73-263906.05,10.84470833,-26.65168056,COMPACT,0,,
319,J004343.12-391440.73,10.92966667,-39.24464722,2-SIDE SEPARATED,0,,
320,J004351.30-282740.16,10.96375,-28.46115556,COMPACT,0,,
321,J004404.33+332347.85,11.01804167,33.396625,COMPACT,0,,
322,J004434.97+121112.22,11.14570833,12.18672778,2-SIDE SEPARATED,0,,
323,J004437.80+462524.01,11.1575,46.42333611,COMPACT,0,,
324,J004445.10+472849.24,11.18791667,47.48034444,COMPACT,0,,
325,J004458.73+102652.98,11.24470833,10.44805,2-SIDE SEPARATED,0,,
326,J004500.05+455515.21,11.25020833,45.92089167,2-SIDE EXTENDED,0,,
327,J004519.28+364315.28,11.33033333,36.72091111,COMPACT,0,,
328,J004519.30+212740.00,11.33041667,21.46111111,COMPACT,0,,
329,J004538.36-062944.18,11.40983333,-6.495605556,COMPACT,0,,
330,J004539.60-224355.31,11.415,-22.73203056,COMPACT_D,0,,
331,J004543.34+121711.90,11.43058333,12.28663889,COMPACT,0,,
332,J004543.42+243800.58,11.43091667,24.63349444,1-SIDE SEPARATED,0,,
