no.,name,ra,dec,class,visual_flag,visual_class
269,J015852.77+010132.80,29.719875,1.025777778,COMPACT,0,
270,J015934.38+104705.49,29.89325,10.78485833,COMPACT,0,
271,J015943.34-274038.20,29.93058333,-27.67727778,COMPACT,0,
272,J020029.45+271237.79,30.12270833,27.21049722,COMPACT,0,
273,J020106.18+003400.19,30.27575,0.5667194444,COMPACT,0,
274,J020201.66+394321.61,30.50691667,39.72266944,COMPACT,0,
275,J020206.85-055900.09,30.52854167,-5.983358333,1-SIDE EXTENDED,0,
276,J020213.85-194819.51,30.55770833,-19.80541944,COMPACT_D,0,
277,J020226.40+084913.58,30.61,8.820438889,COMPACT,0,
278,J020243.65+420516.29,30.681875,42.08785833,COMPACT,0,
279,J020333.37+723253.69,30.88904167,72.54824722,COMPACT_D,0,
280,J020344.27+304237.79,30.93445833,30.71049722,COMPACT_D,0,
281,J020346.66+113445.40,30.94441667,11.57927778,COMPACT_D,0,
282,J020405.20+400503.51,31.02166667,40.08430833,COMPACT,0,
283,J020412.78-333341.11,31.05325,-33.56141944,COMPACT,0,
284,J020450.40+151411.00,31.21,15.23638889,COMPACT,0,
285,J020457.66-170119.81,31.24025,-17.02216944,COMPACT_D,0,
286,J020504.92+321230.09,31.2705,32.20835833,COMPACT_D,0,
287,J020513.12+144432.38,31.30466667,14.74232778,2-SIDE EXTENDED,1,COMPACT
288,J020513.99+393257.01,31.30829167,39.54916944,COMPACT,0,
289,J020626.08-115039.69,31.60866667,-11.84435833,2-SIDE EXTENDED,1,COMPACT
290,J020826.34-004744.41,32.10975,-0.7956694444,COMPACT_D,0,
291,J020838.16+352312.91,32.159,35.38691944,COMPACT,0,
292,J020916.90+444946.88,32.32041667,44.82968889,COMPACT,0,
293,J020930.77-043826.08,32.37820833,-4.640577778,COMPACT_D,0,
294,J020935.99+135200.69,32.39995833,13.86685833,2-SIDE EXTENDED,1,
295,J020951.78+722926.70,32.46575,72.49075,COMPACT_D,0,
296,J021000.20-100354.21,32.50083333,-10.06505833,1-SIDE SEPARATED,0,
297,J021113.18+105134.81,32.80491667,10.85966944,COMPACT_D,0,
298,J021149.75-155818.91,32.95729167,-15.97191944,COMPACT,0,
299,J021230.51-350330.38,33.127125,-35.05843889,COMPACT,0,
300,J021252.81+224452.00,33.22004167,22.74777778,COMPACT,0,
301,J021305.17+121310.88,33.27154167,12.21968889,2-SIDE EXTENDED,1,
302,J021310.52+182025.40,33.29383333,18.34038889,COMPACT_D,0,
303,J021417.93+514452.00,33.57470833,51.74777778,COMPACT,0,
304,J021542.01-022256.78,33.92504167,-2.382438889,COMPACT_D,0,
305,J021605.65-011803.31,34.02354167,-1.300919444,COMPACT,0,
306,J021612.21-010518.81,34.050875,-1.088558333,COMPACT,0,
307,J021632.09+231450.20,34.13370833,23.24727778,2-SIDE SEPARATED,1,1-SIDE SEPARATED
308,J021648.18-324740.88,34.20075,-32.79468889,COMPACT,0,
309,J021702.65-082052.40,34.26104167,-8.347888889,2-SIDE EXTENDED,1,
310,J021717.12+083704.00,34.32133333,8.617777778,COMPACT_D,0,
311,J021730.80+734932.59,34.37833333,73.82571944,COMPACT,0,
312,J021748.95+014449.70,34.45395833,1.747138889,COMPACT_D,0,
313,J021834.37-092338.40,34.64320833,-9.394,1-SIDE SEPARATED,0,
